timestamp_us,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,accel_real_x,accel_real_y,accel_real_z,accel_world_x,accel_world_y,accel_world_z,gravity_x,gravity_y,gravity_z,yaw,pitch,roll
17732406,0.96734619140625,-0.05364990234375,-0.05816650390625,0.24072265625,31,32,2107,-1,0,0,-679,1111,-5982,-278,201,-6112,0.0867047980427742,-0.13180005550384521,0.9874444007873535,-0.48247626423835754,0.08681660890579224,-0.1326916366815567
17742428,0.96734619140625,-0.053466796875,-0.05804443359375,0.24072265625,31,31,2104,0,0,-1,-678,1107,-5985,-277,200,-6114,0.08655678480863571,-0.13138702511787415,0.9874781966209412,-0.48252537846565247,0.08667097240686417,-0.13227617740631104
17752642,0.96734619140625,-0.0533447265625,-0.0579833984375,0.24072265625,30,32,2107,0,-1,-1,-678,1106,-5982,-278,201,-6110,0.0864974707365036,-0.1311214715242386,0.9874983429908752,-0.4825561046600342,0.08661317825317383,-0.13200926780700684
17762440,0.96734619140625,-0.05328369140625,-0.057861328125,0.24072265625,33,31,2106,-1,0,-1,-673,1103,-5983,-274,201,-6110,0.08629068732261658,-0.1309446096420288,0.9875189661979675,-0.48258015513420105,0.08640740066766739,-0.13183054327964783
17772642,0.9674072265625,-0.05316162109375,-0.0577392578125,0.24072265625,30,31,2107,-1,0,-1,-675,1101,-5983,-276,199,-6111,0.08612033724784851,-0.1306561678647995,0.9876641631126404,-0.48253220319747925,0.08622851967811584,-0.13152436912059784
17782635,0.9674072265625,-0.05303955078125,-0.0576171875,0.24072265625,31,31,2104,0,-1,0,-673,1098,-5987,-274,198,-6114,0.08594292402267456,-0.13036121428012848,0.9876911640167236,-0.48256850242614746,0.0860527828335762,-0.1312272995710373
17792628,0.9674072265625,-0.05291748046875,-0.05755615234375,0.24072265625,31,31,2106,0,-1,-1,-672,1096,-5985,-274,198,-6111,0.08588360249996185,-0.13009564578533173,0.9877111315727234,-0.4825989902019501,0.08599495887756348,-0.13096041977405548
17802620,0.9674072265625,-0.05279541015625,-0.05743408203125,0.24066162109375,31,32,2103,-1,0,-1,-671,1095,-5988,-274,199,-6114,0.08571263402700424,-0.1297936737537384,0.9877086877822876,-0.4825296401977539,0.08582819253206253,-0.13066019117832184
17812619,0.96746826171875,-0.05267333984375,-0.05731201171875,0.24066162109375,31,33,2103,-1,-1,-1,-669,1093,-5989,-273,199,-6115,0.08554220199584961,-0.12950517237186432,0.9878537058830261,-0.4824812710285187,0.085649274289608,-0.1303541362285614
17822619,0.96746826171875,-0.052490234375,-0.0572509765625,0.24066162109375,32,33,2103,0,0,-1,-668,1090,-5989,-272,199,-6114,0.08551223576068878,-0.12912149727344513,0.9878799915313721,-0.4825238287448883,0.08562145382165909,-0.12996886670589447
17832620,0.96746826171875,-0.05242919921875,-0.05712890625,0.24066162109375,31,33,2105,-1,0,-1,-667,1089,-5987,-273,199,-6111,0.08530541509389877,-0.12894463539123535,0.9879003167152405,-0.4825475215911865,0.08541560918092728,-0.12979020178318024
